accuracy,activity_confidence,average_dip,average_rake,catalog_id,catalog_name,dip_dir,downthrown_side_dir,downthrown_side_id,epistemic_quality,exposure_quality,fs_name,last_movement,lower_seis_depth,name,net_slip_rate,notes,reference,shortening_rate,slip_type,strike_slip_rate,upper_seis_depth,vert_sep_rate
,,,,ATA_282,Active Tectonics of the Andes,,,,,,,,,CORDILLERA BLANCA DETACHMENT,,,"Giovanni et al, 2010, Schwartz, 1988;",,Normal,,,
,,,,ATA_283,Active Tectonics of the Andes,,,,,,,,,CORDILLERA BLANCA DETACHMENT,,,"Giovanni et al, 2010, Schwartz, 1988",,Normal,,,
,,,,ATA_283,Active Tectonics of the Andes,,,,,,,,,CORDILLERA BLANCA DETACHMENT,,,"Giovanni et al, 2010, Schwartz, 1988",,Normal,,,
,,,,ATA_283,Active Tectonics of the Andes,,,,,,,,,CORDILLERA BLANCA DETACHMENT,,,"Giovanni et al, 2010, Schwartz, 1988",,Normal,,,
,,,,ATA_283,Active Tectonics of the Andes,,,,,,,,,CORDILLERA BLANCA DETACHMENT,,,"Giovanni et al, 2010, Schwartz, 1988",,Normal,,,
,,,,ATA_284,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_285,Active Tectonics of the Andes,,,,,,,,,SAN_JACINTO_FAULT,,,"Paris et al., 2000",,Reverse,,,
,,,,ATA_286,Active Tectonics of the Andes,,,,,,,,,GUAYAQUIL ALGECIRAS FAULT SYSTEM,"(3.8,,)",,"Lavenu, 2006; Tibaldi., 2007; Winter, 1993",,Dextral,,,
,,,,ATA_286,Active Tectonics of the Andes,,,,,,,,,GUAYAQUIL ALGECIRAS FAULT SYSTEM,"(3.8,,)",,"Lavenu, 2006; Tibaldi., 2007; Winter, 1993",,Dextral,,,
,,,,ATA_287,Active Tectonics of the Andes,,,,,,,,,EL_HUEVO_FAULT,,,"Saillard et al., 2011_Geomorphology",,Normal,,,
,,,,ATA_288,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_289,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_290,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_291,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_292,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_293,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_294,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_295,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_296,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_297,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_298,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_299,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_300,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_301,Active Tectonics of the Andes,,,,,,,,,,,,"Costa et al., 2006",,Normal,,,
,,,,ATA_302,Active Tectonics of the Andes,,,,,,,,,,,,"Costa et al., 2006",,Normal,,,
,,,,ATA_303,Active Tectonics of the Andes,,,,,,,,,HUANCAYO FAUT,,,"Macahar� et al., 2003_USGS",,Normal,,,
,,,,ATA_304,Active Tectonics of the Andes,,,,,,,,,HUANCAYO FAULT,,,,,Normal,,,
,,,,ATA_305,Active Tectonics of the Andes,,,,,,,,,SAN_JUAN_FAULT,,,"Saillard et al., 2011_Geomorphology; Hsu, 1992",,Normal,,,
,,,,ATA_306,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_307,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_308,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_309,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_310,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_311,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_312,Active Tectonics of the Andes,,,,,,,,,SINU-SAN JACINTO FAULT SYSTEM,,,,,Reverse,,,
,,,,ATA_313,Active Tectonics of the Andes,,,,,,,,,SINU-SAN JACINTO FAULT SYSTEM,,,,,Reverse,,,
,,,,ATA_314,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_315,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_316,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_317,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_318,Active Tectonics of the Andes,,,,,,,,,CUZCO FAULT SYSTEM,,,"Macahar� et al., 2003_USGS",,Normal,,,
,,,,ATA_319,Active Tectonics of the Andes,,,,,,,,,CERRO CORDILLERAS FAULT,,,"Macahar� et al., 2003",,Normal,,,
,,,,ATA_320,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_321,Active Tectonics of the Andes,,,,,,,,,CERRO CORDILLERAS FAULT,,,"Macahar� et al., 2003",,Normal,,,
,,,,ATA_322,Active Tectonics of the Andes,,,,,,,,,CHOLOLO FAULT,,,"Macahar� et al., 2003",,Normal,,,
,,,,ATA_323,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_324,Active Tectonics of the Andes,,,,,,,,,CHASPAYA FAULT,,,"Macahar� et al., 2003",,Normal,,,
,,,,ATA_325,Active Tectonics of the Andes,,,,,,,,,CHOLOLO_FAULT,,,"Audin et al., 2008_Tectonophysics",,Normal,,,
,,,,ATA_326,Active Tectonics of the Andes,,,,,,,,,MACHADO CHICO FAULT,,,"Macahar� et al., 2003",,Normal,,,
,,,,ATA_327,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_328,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_329,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_330,Active Tectonics of the Andes,,,,,,,,,MICALACO FAULT,,,"Macahar� et al., 2003 (normal ft)",,Dextral,,,
,,,,ATA_331,Active Tectonics of the Andes,,,,,,,,,MICALACO FAULT,,,"Macahar� et al., 2003 (normal ft)",,Dextral,,,
,,,,ATA_332,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_333,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_334,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_335,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_336,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_337,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_338,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_339,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_340,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_341,Active Tectonics of the Andes,,,,,,,,,AYACUCHO FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_342,Active Tectonics of the Andes,,,,,,,,,AYACUCHO FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_343,Active Tectonics of the Andes,,,,,,,,,AYACUCHO FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_344,Active Tectonics of the Andes,,,,,,,,,AYACUCHO FAULT SYSTEM,,,"Macahar� et al., 2003_USGS",,Sinistral,,,
,,,,ATA_345,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_346,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_347,Active Tectonics of the Andes,,,,,,,,,AYACUCHO FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_348,Active Tectonics of the Andes,,,,,,,,,AYACUCHO FAULT SYSTEM,,,"Macahar� et al., 2003_USGS",,Sinistral,,,
,,,,ATA_349,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_350,Active Tectonics of the Andes,,,,,,,,,QUICHES FAULT SYSTEM,,,"Doser, 1987; Schartz, 1988; Macahar� et al., 2003",,Normal,,,
,,,,ATA_351,Active Tectonics of the Andes,,,,,,,,,QUICHES FAULT SYSTEM,,,"Doser, 1987; Schartz, 1988; Macahar� et al., 2003",,Normal,,,
,,,,ATA_352,Active Tectonics of the Andes,,,,,,,,,OCOLPA FAULT SYSTEM,,,"Macahar� et al., 2003",,Sinistral,,,
,,,,ATA_353,Active Tectonics of the Andes,,,,,,,,,OCOLPA FAULT SYSTEM,,,"Macahar� et al., 2003",,Sinistral,,,
,,,,ATA_354,Active Tectonics of the Andes,,,,,,,,,QUICHES FAULT SYSTEM,,,"Doser, 1987; Schartz, 1988; Macahar� et al., 2003",,Normal,,,
,,,,ATA_355,Active Tectonics of the Andes,,,,,,,,,RAPAZ FAULT SYSTEM,,,,,Dextral,,,
,,,,ATA_356,Active Tectonics of the Andes,,,,,,,,,RAPAZ FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_357,Active Tectonics of the Andes,,,,,,,,,RAPAZ FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_358,Active Tectonics of the Andes,,,,,,,,,RAPAZ FAULT SYSTEM,,,,,Dextral,,,
,,,,ATA_359,Active Tectonics of the Andes,,,,,,,,,RAPAZ FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_360,Active Tectonics of the Andes,,,,,,,,,RAPAZ FAULT SYSTEM,,,,,Sinistral,,,
,,,,ATA_361,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_362,Active Tectonics of the Andes,,,,,,,,,,,,"Macahar� et al., 2003",,Sinistral,,,
,,,,ATA_363,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_364,Active Tectonics of the Andes,,,,,,,,,MURINDO FAULT,,,"Paris et al., 2000",,Dextral,,,
,,,,ATA_365,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_366,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_367,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_368,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_369,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_370,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_371,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_372,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_373,Active Tectonics of the Andes,,,,,,,,,SANSON FAULT,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_374,Active Tectonics of the Andes,,,,,,,,,,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_375,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_376,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_377,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_378,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_379,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_380,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_381,Active Tectonics of the Andes,,,,,,,,,BAGRE NORTE FAULT,,,"Paris et al., 2000",,Reverse,,,
,,,,ATA_382,Active Tectonics of the Andes,,,,,,,,,ESPIRITU SANTO FAULT,,,"Paris et al., 2000 (Right lateral)",,Sinistral,,,
,,,,ATA_383,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_384,Active Tectonics of the Andes,,,,,,,,,PIERRE HILLS FAULT SYSTEM,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_385,Active Tectonics of the Andes,,,,,,,,,PIERRE HILLS FAULT SYSTEM,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_386,Active Tectonics of the Andes,,,,,,,,,PIERRE HILLS FAULT SYSTEM,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_387,Active Tectonics of the Andes,,,,,,,,,PIERRE HILLS FAULT SYSTEM,,,"Cowan et al., 1998",,Reverse,,,
,,,,ATA_388,Active Tectonics of the Andes,,,,,,,,,JAQUE RIVER FAULT,,,"Cowan et al., 1998",,Sinistral,,,
,,,,ATA_389,Active Tectonics of the Andes,,,,,,,,,JAQUE RIVER FAULT,,,"Cowan et al., 1998",,Sinistral,,,
,,,,ATA_390,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_391,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_392,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_393,Active Tectonics of the Andes,,,,,,,,,RIO GATUN FAULT,,,"Cowan et al., 1998",,Normal,,,
,,,,ATA_394,Active Tectonics of the Andes,,,,,,,,,PIERRE HILLS FAULT SYSTEM,,,,,Reverse,,,
,,,,ATA_395,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_396,Active Tectonics of the Andes,,,,,,,,,SINU-SAN JACINTO FAULT SYSTEM,,,,,Reverse,,,
,,,,ATA_397,Active Tectonics of the Andes,,,,,,,,,CUZCO FAULT SYSTEM,,,,,Normal,,,
,,,,ATA_398,Active Tectonics of the Andes,,,,,,,,,CUZCO FAULT SYSTEM,,,,,Normal,,,
,,,,ATA_399,Active Tectonics of the Andes,,,,,,,,,CUZCO FAULT SYSTEM,,,,,Normal,,,
,,,,ATA_400,Active Tectonics of the Andes,,,,,,,,,CUZCO FAULT SYSTEM,,,,,Normal,,,
,,,,ATA_401,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_402,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_403,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_404,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_405,Active Tectonics of the Andes,,,,,,,,,VILCANOTA FAULT,,,,,Normal,,,
,,,,ATA_406,Active Tectonics of the Andes,,,,,,,,,VILCANOTA FAULT,,,,,Normal,,,
,,,,ATA_407,Active Tectonics of the Andes,,,,,,,,,,,,"Macahar� et al., 2003_USGS",,Normal,,,
,,,,ATA_408,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_409,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_410,Active Tectonics of the Andes,,,,,,,,,NUMBALA FAULT,,,"Eguez et al., 2003",,Reverse,,,
,,,,ATA_411,Active Tectonics of the Andes,,,,,,,,,NUMBALA FAULT,,,"Eguez et al., 2003",,Reverse,,,
,,,,ATA_412,Active Tectonics of the Andes,,,,,,,,,NARANJAL_FAULT,,,"Eguez et al., 2003",,Reverse,,,
,,,,ATA_413,Active Tectonics of the Andes,,,,,,,,,LA_CRUZ_FAULT,,,"Eguez et al., 2003_USGS",,Dextral,,,
,,,,ATA_414,Active Tectonics of the Andes,,,,,,,,,COLONCHE_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_415,Active Tectonics of the Andes,,,,,,,,,COLONCHE_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_416,Active Tectonics of the Andes,,,,,,,,,COLONCHE_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_417,Active Tectonics of the Andes,,,,,,,,,COLONCHE_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_418,Active Tectonics of the Andes,,,,,,,,,CARRIZAL_FAULT,,,"Eguez et al., 2003",,Reverse,,,
,,,,ATA_419,Active Tectonics of the Andes,,,,,,,,,JIPIJAPA_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_420,Active Tectonics of the Andes,,,,,,,,,CALCETA FAULT,,,"Eguez et al., 2003",,Reverse,,,
,,,,ATA_421,Active Tectonics of the Andes,,,,,,,,,BAHIA_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_422,Active Tectonics of the Andes,,,,,,,,,DAULE_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_423,Active Tectonics of the Andes,,,,,,,,,BUENA_FE_FAULT,,,"Eguez et al., 2003",,Reverse,,,
,,,,ATA_424,Active Tectonics of the Andes,,,,,,,,,POSORJA_FAULT,"(5.75,2.5,9.0)",,"Lavenu, 2006; Eguez et al., 2003_USGS",,Normal,,,
,,,,ATA_425,Active Tectonics of the Andes,,,,,,,,,JAMBELI_FAULT,,,"Eguez et al., 2003_USGS",,Normal,,,
,,,,ATA_426,Active Tectonics of the Andes,,,,,,,,,CELICA-MACARA-AMOTAPE FAULT SYSTEM,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_427,Active Tectonics of the Andes,,,,,,,,,NUMBALA_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_428,Active Tectonics of the Andes,,,,,,,,,LAS_ARADAS_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_429,Active Tectonics of the Andes,,,,,,,,,EL_TAMBO_FAULT,,,,,Reverse,,,
,,,,ATA_430,Active Tectonics of the Andes,,,,,,,,,SOLANDA_FAULT,,,,,Reverse,,,
,,,,ATA_431,Active Tectonics of the Andes,,,,,,,,,LOJA_FAULT,,,"Eguez et al., 2003_USGS",,Reverse,,,
,,,,ATA_432,Active Tectonics of the Andes,,,,,,,,,LAS_PITAS,,,,,Reverse,,,
,,,,ATA_433,Active Tectonics of the Andes,,,,,,,,,CATAMAYO,,,"Macahar� et al., 2003",,Reverse,,,
,,,,ATA_434,Active Tectonics of the Andes,,,,,,,,,LA_TOMA_FAULT,,,"Macahar� et al., 2003",,Reverse,,,
,,,,ATA_435,Active Tectonics of the Andes,,,,,,,,,CHINGUAL_FAULT,,,"Paris et al., 2000",,Dextral,,,
,,,,ATA_436,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_437,Active Tectonics of the Andes,,,,,,,,,,,,,,Normal,,,
,,,,ATA_438,Active Tectonics of the Andes,,,,,,,,,TAME FAULT,,,,,Reverse,,,
,,,,ATA_439,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_440,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_441,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral_Transform,,,
,,,,ATA_442,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_443,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_444,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral_Transform,,,
,,,,ATA_445,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral_Transform,,,
,,,,ATA_446,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_447,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral_Transform,,,
,,,,ATA_448,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_449,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_450,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral_Transform,,,
,,,,ATA_451,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_452,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_453,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_454,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_455,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral_Transform,,,
,,,,ATA_456,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_457,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_458,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_459,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_460,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_461,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_462,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_463,Active Tectonics of the Andes,,,,,,,,,PERIJA EL TIGRE FAULT SYSTEM,,,"Kellogg, 1984; Audemard et al., 2006",,Reverse,,,
,,,,ATA_464,Active Tectonics of the Andes,,,,,,,,,PERIJA EL TIGRE FAULT SYSTEM,,,"Kellogg, 1984; Audemard et al., 2006",,Reverse,,,
,,,,ATA_465,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_466,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_467,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_468,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_469,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_470,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_471,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_472,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_473,Active Tectonics of the Andes,,,,,,,,,,,,,,Reverse,,,
,,,,ATA_474,Active Tectonics of the Andes,,,,,,,,,,,,,,Dextral,,,
,,,,ATA_475,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_476,Active Tectonics of the Andes,,,,,,,,,,,,,,Sinistral,,,
,,,,ATA_477,Active Tectonics of the Andes,,,,,,,,,CUIZA FAULT(?),,,,,Dextral,,,
,,,,ATA_478,Active Tectonics of the Andes,,,,,,,,,CUIZA FAULT,,,"Paris et al., 2000",,Dextral,,,
,,,,ATA_479,Active Tectonics of the Andes,,,,,,,,,,,,"Audemard et al., 2000; Audemard et al., 2006",,,,,
,,,,ATA_480,Active Tectonics of the Andes,,,,,,,,,CUIZA FAULT,,,"Paris et al., 2000",,Dextral,,,
,,,,ATA_481,Active Tectonics of the Andes,,,,,,,,,CALIENTES FAULT,,,"Hall et al., 2012",,,,,
,,,,ATA_482,Active Tectonics of the Andes,,,,,,,,,,,,http://geocatmin.ingemmet.gob.pe/geocatmin/,,Reverse,,,
,,,,ATA_483,Active Tectonics of the Andes,,,,,,,,,,,,http://geocatmin.ingemmet.gob.pe/geocatmin/,,Reverse,,,
,,,,ATA_484,Active Tectonics of the Andes,,,,,,,,,,,,http://geocatmin.ingemmet.gob.pe/geocatmin/,,Reverse,,,
,,,,ATA_485,Active Tectonics of the Andes,,,,,,,,,RAZUWILCA FAULT,,,PMA:GCA,,Normal,,,
,,,,ATA_486,Active Tectonics of the Andes,,,,,,,,,ACHACACHI FAULT,,,"PMA:GCA; Lavenu et al., 2000",,Normal,,,
,,,,ATA_487,Active Tectonics of the Andes,,,,,,,,,,,,,,,,,
,,,,ATA_488,Active Tectonics of the Andes,,,,,,,,,GUAYLLABAMBA DEPRESSION,,,"Villagomez, 2003",,Normal,,,
,,,,ATA_489,Active Tectonics of the Andes,,,,,,,,,GUAYLLABAMBA DEPRESSION,,,,,Normal,,,
,,,,ATA_490,Active Tectonics of the Andes,,,,,,,,,QUITO FAULT,,,"Villagomez, 2003",,Reverse,,,
,,,,EAF_746,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_747,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_748,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_749,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_750,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_751,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_752,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_753,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_754,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_755,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_756,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_757,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_758,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_759,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_760,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_761,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_2836,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_2693,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_769,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_771,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_1494,Macgregor_AfricaFaults,,,,,,,,,,,,,,Strike-Slip,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_1495,Macgregor_AfricaFaults,,,,,,,,,,,,,,,,,
,,,,EAF_84,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_84,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_84,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
,,,,EAF_84,Macgregor_AfricaFaults,,,,,,,,,,,,,,Normal,,,
